期权代码,期权名称,最新价,涨跌幅,行权价,折溢价率,标的名称,标的最新价,标的涨跌幅,盈亏平衡价,到期日
10009848,科创50沽3月1500,0.1955,-12.1,1.5,14.74,科创50ETF,1.53,3.73,1.305,2026-03-25
10009282,科创50沽12月950,0.0036,-12.2,0.95,38.14,科创50ETF,1.53,3.73,0.946,2025-12-24
10009234,50ETF沽12月2900,0.0423,-12.24,2.9,6.98,上证50ETF,3.072,0.59,2.858,2025-12-24
10010014,500ETF沽3月8250,1.2938,-12.28,8.25,6.4,中证500ETF,7.432,2.13,6.956,2026-03-25
10009903,50ETF沽10月3200,0.141,-12.37,3.2,0.42,上证50ETF,3.072,0.59,3.059,2025-10-22
10009808,科创板50沽3月1400,0.158,-12.37,1.4,16.92,科创板50ETF,1.495,3.68,1.242,2026-03-25
10009663,300ETF沽3月4100,0.0707,-12.39,4.1,13.59,沪深300ETF,4.663,0.89,4.029,2026-03-25
10010004,科创板50沽12月1600,0.2306,-12.42,1.6,8.4,科创板50ETF,1.495,3.68,1.369,2025-12-24
10009762,300ETF沽12月4700,0.2101,-12.46,4.7,3.71,沪深300ETF,4.663,0.89,4.49,2025-12-24
10009722,科创板50沽3月1250,0.0866,-12.79,1.25,22.18,科创板50ETF,1.495,3.68,1.163,2026-03-25
10009232,50ETF沽12月2800,0.0231,-12.83,2.8,9.61,上证50ETF,3.072,0.59,2.777,2025-12-24
10009248,300ETF沽12月3814A,0.0101,-12.93,3.814,18.42,沪深300ETF,4.663,0.89,3.804,2025-12-24
10009484,300ETF沽12月3700,0.0067,-12.99,3.7,20.8,沪深300ETF,4.663,0.89,3.693,2025-12-24
10009227,50ETF沽12月2550,0.0067,-12.99,2.55,17.21,上证50ETF,3.072,0.59,2.543,2025-12-24
10009622,50ETF沽9月3200,0.1307,-13.04,3.2,0.09,上证50ETF,3.072,0.59,3.069,2025-09-24
10009820,300ETF沽9月4900,0.2441,-13.13,4.9,0.15,沪深300ETF,4.663,0.89,4.656,2025-09-24
10009878,科创50沽12月1550,0.1721,-13.21,1.55,9.94,科创50ETF,1.53,3.73,1.378,2025-12-24
10009847,科创50沽3月1450,0.168,-13.22,1.45,16.21,科创50ETF,1.53,3.73,1.282,2026-03-25
10009249,300ETF沽12月3912A,0.0144,-13.25,3.912,16.41,沪深300ETF,4.663,0.89,3.898,2025-12-24
10009721,科创板50沽3月1200,0.0674,-13.26,1.2,24.24,科创板50ETF,1.495,3.68,1.133,2026-03-25
10009734,科创50沽3月1300,0.094,-13.28,1.3,21.18,科创50ETF,1.53,3.73,1.206,2026-03-25
10009720,科创板50沽3月1150,0.0511,-13.39,1.15,26.49,科创板50ETF,1.495,3.68,1.099,2026-03-25
10009231,50ETF沽12月2750,0.0179,-13.53,2.75,11.06,上证50ETF,3.072,0.59,2.732,2025-12-24
10010012,500ETF沽12月8250,1.0828,-13.55,8.25,3.56,中证500ETF,7.432,2.13,7.167,2025-12-24
10009860,科创板50沽12月1500,0.1625,-13.56,1.5,10.54,科创板50ETF,1.495,3.68,1.338,2025-12-24
10009306,科创板50沽12月1250,0.0459,-13.56,1.25,19.46,科创板50ETF,1.495,3.68,1.204,2025-12-24
10009832,500ETF沽3月8000,1.0899,-13.68,8.0,7.02,中证500ETF,7.432,2.13,6.91,2026-03-25
10009754,科创50沽3月1350,0.1159,-13.7,1.35,19.34,科创50ETF,1.53,3.73,1.234,2026-03-25
10009486,300ETF沽12月3900,0.0137,-13.84,3.9,16.66,沪深300ETF,4.663,0.89,3.886,2025-12-24
10009300,科创板50沽12月950,0.0049,-14.04,0.95,36.78,科创板50ETF,1.495,3.68,0.945,2025-12-24
10009719,科创板50沽3月1100,0.0397,-14.07,1.1,29.08,科创板50ETF,1.495,3.68,1.06,2026-03-25
10009844,科创50沽12月1500,0.1405,-14.07,1.5,11.14,科创50ETF,1.53,3.73,1.36,2025-12-24
10009718,科创板50沽3月1050,0.0293,-14.08,1.05,31.73,科创板50ETF,1.495,3.68,1.021,2026-03-25
10009886,科创板50沽12月1550,0.1944,-14.25,1.55,9.32,科创板50ETF,1.495,3.68,1.356,2025-12-24
10010008,500ETF沽9月8250,0.8464,-14.34,8.25,0.38,中证500ETF,7.432,2.13,7.404,2025-09-24
10009701,科创50沽3月1100,0.0334,-14.36,1.1,30.29,科创50ETF,1.53,3.73,1.067,2026-03-25
10009704,科创50沽3月1250,0.0747,-14.43,1.25,23.18,科创50ETF,1.53,3.73,1.175,2026-03-25
10009698,科创50沽3月950,0.0124,-14.48,0.95,38.72,科创50ETF,1.53,3.73,0.938,2026-03-25
10009924,300ETF沽10月4900,0.2595,-14.58,4.9,0.48,沪深300ETF,4.663,0.89,4.641,2025-10-22
10009302,科创板50沽12月1050,0.0105,-14.63,1.05,30.47,科创板50ETF,1.495,3.68,1.04,2025-12-24
10009250,300ETF沽12月4009A,0.0203,-14.71,4.009,14.46,沪深300ETF,4.663,0.89,3.989,2025-12-24
10009632,300ETF沽12月4600,0.1563,-14.73,4.6,4.7,沪深300ETF,4.663,0.89,4.444,2025-12-24
10009843,科创50沽12月1450,0.1127,-15.07,1.45,12.59,科创50ETF,1.53,3.73,1.337,2025-12-24
10009830,500ETF沽12月8000,0.875,-15.2,8.0,4.13,中证500ETF,7.432,2.13,7.125,2025-12-24
10009772,500ETF沽3月7750,0.8993,-15.27,7.75,7.82,中证500ETF,7.432,2.13,6.851,2026-03-25
10009748,500ETF沽3月7500,0.7394,-15.3,7.5,9.03,中证500ETF,7.432,2.13,6.761,2026-03-25
10009303,科创板50沽12月1100,0.0149,-15.34,1.1,27.42,科创板50ETF,1.495,3.68,1.085,2025-12-24
10009487,300ETF沽12月4000,0.0195,-15.58,4.0,14.64,沪深300ETF,4.663,0.89,3.981,2025-12-24
10009610,300ETF沽12月4500,0.1149,-15.64,4.5,5.96,沪深300ETF,4.663,0.89,4.385,2025-12-24
10009702,科创50沽3月1150,0.0439,-15.74,1.15,27.71,科创50ETF,1.53,3.73,1.106,2026-03-25
10009782,科创50沽12月1400,0.0882,-15.76,1.4,14.26,科创50ETF,1.53,3.73,1.312,2025-12-24
10009703,科创50沽3月1200,0.0561,-15.77,1.2,25.24,科创50ETF,1.53,3.73,1.144,2026-03-25
10009706,科创板50购3月900,0.456,-15.87,0.9,-9.3,科创板50ETF,1.495,3.68,1.356,2026-03-25
10009859,科创板50沽12月1450,0.1294,-15.92,1.45,11.67,科创板50ETF,1.495,3.68,1.321,2025-12-24
10009263,500ETF沽12月5000,0.0079,-15.96,5.0,32.83,中证500ETF,7.432,2.13,4.992,2025-12-24
10010044,科创板50沽12月1650,0.2542,-16.16,1.65,6.64,科创板50ETF,1.495,3.68,1.396,2025-12-24
10009283,科创50沽12月1000,0.0057,-16.18,1.0,35.01,科创50ETF,1.53,3.73,0.994,2025-12-24
10009314,300ETF沽12月4303A,0.0589,-16.34,4.303,8.98,沪深300ETF,4.663,0.89,4.244,2025-12-24
10010010,500ETF沽10月8250,0.8958,-16.35,8.25,1.05,中证500ETF,7.432,2.13,7.354,2025-10-22
10009285,科创50沽12月1100,0.0122,-16.44,1.1,28.9,科创50ETF,1.53,3.73,1.088,2025-12-24
10009287,科创50沽12月1200,0.0258,-16.5,1.2,23.25,科创50ETF,1.53,3.73,1.174,2025-12-24
10009251,300ETF沽12月4107A,0.0287,-16.57,4.107,12.54,沪深300ETF,4.663,0.89,4.078,2025-12-24
10009504,300ETF沽12月4400,0.082,-16.67,4.4,7.4,沪深300ETF,4.663,0.89,4.318,2025-12-24
10009490,300ETF沽12月4300,0.0579,-16.93,4.3,9.03,沪深300ETF,4.663,0.89,4.242,2025-12-24
10009776,科创板50沽12月1350,0.079,-16.93,1.35,14.98,科创板50ETF,1.495,3.68,1.271,2025-12-24
10009489,300ETF沽12月4200,0.0401,-16.98,4.2,10.79,沪深300ETF,4.663,0.89,4.16,2025-12-24
10009288,科创50沽12月1250,0.0357,-16.98,1.25,20.63,科创50ETF,1.53,3.73,1.214,2025-12-24
10009252,300ETF沽12月4205A,0.041,-17.0,4.205,10.7,沪深300ETF,4.663,0.89,4.164,2025-12-24
10009488,300ETF沽12月4100,0.0276,-17.12,4.1,12.67,沪深300ETF,4.663,0.89,4.072,2025-12-24
10009286,科创50沽12月1150,0.0178,-17.21,1.15,26.0,科创50ETF,1.53,3.73,1.132,2025-12-24
10009310,科创50沽12月1300,0.0499,-17.25,1.3,18.29,科创50ETF,1.53,3.73,1.25,2025-12-24
10009284,科创50沽12月1050,0.0081,-17.35,1.05,31.9,科创50ETF,1.53,3.73,1.042,2025-12-24
10009301,科创板50沽12月1000,0.007,-17.65,1.0,33.58,科创板50ETF,1.495,3.68,0.993,2025-12-24
10009686,500ETF沽3月7250,0.5756,-17.88,7.25,10.19,中证500ETF,7.432,2.13,6.674,2026-03-25
10009902,50ETF沽10月3100,0.0669,-17.91,3.1,1.27,上证50ETF,3.072,0.59,3.033,2025-10-22
10010042,科创板50沽10月1650,0.1951,-18.06,1.65,2.68,科创板50ETF,1.495,3.68,1.455,2025-10-22
10009738,科创板50沽12月1300,0.0591,-18.14,1.3,17.0,科创板50ETF,1.495,3.68,1.241,2025-12-24
10009988,科创50沽10月1650,0.1695,-18.27,1.65,3.24,科创50ETF,1.53,3.73,1.481,2025-10-22
10009770,500ETF沽12月7750,0.6731,-18.32,7.75,4.78,中证500ETF,7.432,2.13,7.077,2025-12-24
10009923,300ETF沽10月4800,0.1769,-18.33,4.8,0.86,沪深300ETF,4.663,0.89,4.623,2025-10-22
10009806,科创板50沽12月1400,0.101,-18.42,1.4,13.11,科创板50ETF,1.495,3.68,1.299,2025-12-24
10009828,500ETF沽9月8000,0.598,-18.43,8.0,0.4,中证500ETF,7.432,2.13,7.402,2025-09-24
10009685,500ETF沽3月7000,0.4473,-18.61,7.0,11.83,中证500ETF,7.432,2.13,6.553,2026-03-25
10010002,科创板50沽10月1600,0.1587,-18.74,1.6,3.59,科创板50ETF,1.495,3.68,1.441,2025-10-22
10010034,科创50沽10月1700,0.2041,-18.85,1.7,2.23,科创50ETF,1.53,3.73,1.496,2025-10-22
10010016,50ETF沽10月2800,0.0034,-19.05,2.8,8.96,上证50ETF,3.072,0.59,2.797,2025-10-22
10009752,科创50沽12月1350,0.0666,-19.37,1.35,16.12,科创50ETF,1.53,3.73,1.283,2025-12-24
10009304,科创板50沽12月1150,0.021,-19.54,1.15,24.48,科创板50ETF,1.495,3.68,1.129,2025-12-24
10009987,科创50沽10月1600,0.1314,-19.58,1.6,4.01,科创50ETF,1.53,3.73,1.469,2025-10-22
10009684,500ETF沽3月6750,0.335,-20.2,6.75,13.68,中证500ETF,7.432,2.13,6.415,2026-03-25
10009305,科创板50沽12月1200,0.03,-20.42,1.2,21.74,科创板50ETF,1.495,3.68,1.17,2025-12-24
10009264,500ETF沽12月5250,0.0109,-20.44,5.25,29.51,中证500ETF,7.432,2.13,5.239,2025-12-24
10009942,500ETF沽10月8000,0.6567,-20.69,8.0,1.19,中证500ETF,7.432,2.13,7.343,2025-10-22
10010032,科创50沽9月1700,0.1784,-20.71,1.7,0.55,科创50ETF,1.53,3.73,1.522,2025-09-24
10010001,科创板50沽10月1550,0.121,-20.71,1.55,4.41,科创板50ETF,1.495,3.68,1.429,2025-10-22
10009796,300ETF沽9月4800,0.1436,-21.1,4.8,0.14,沪深300ETF,4.663,0.89,4.656,2025-09-24
10009960,科创50沽10月1550,0.098,-21.73,1.55,5.1,科创50ETF,1.53,3.73,1.452,2025-10-22
10009746,500ETF沽12月7500,0.4922,-21.85,7.5,5.71,中证500ETF,7.432,2.13,7.008,2025-12-24
10010040,科创板50沽9月1650,0.1627,-22.23,1.65,0.52,科创板50ETF,1.495,3.68,1.487,2025-09-24
10009265,500ETF沽12月5500,0.0167,-22.33,5.5,26.22,中证500ETF,7.432,2.13,5.483,2025-12-24
10009978,科创板50沽10月1500,0.0899,-22.37,1.5,5.68,科创板50ETF,1.495,3.68,1.41,2025-10-22
10009683,500ETF沽3月6500,0.2402,-22.91,6.5,15.77,中证500ETF,7.432,2.13,6.26,2026-03-25
10009682,500ETF沽3月6250,0.174,-22.97,6.25,18.25,中证500ETF,7.432,2.13,6.076,2026-03-25
10009678,500ETF沽3月5250,0.0397,-23.06,5.25,29.89,中证500ETF,7.432,2.13,5.21,2026-03-25
10009680,500ETF沽3月5750,0.0851,-23.61,5.75,23.78,中证500ETF,7.432,2.13,5.665,2026-03-25
10009681,500ETF沽3月6000,0.1213,-23.76,6.0,20.9,中证500ETF,7.432,2.13,5.879,2026-03-25
10009679,500ETF沽3月5500,0.0583,-23.89,5.5,26.78,中证500ETF,7.432,2.13,5.442,2026-03-25
10009922,300ETF沽10月4700,0.107,-24.59,4.7,1.5,沪深300ETF,4.663,0.89,4.593,2025-10-22
10009616,500ETF沽12月7250,0.3505,-24.62,7.25,7.16,中证500ETF,7.432,2.13,6.9,2025-12-24
10009898,50ETF沽10月2850,0.0049,-25.76,2.85,7.39,上证50ETF,3.072,0.59,2.845,2025-10-22
10009901,50ETF沽10月3000,0.0247,-26.49,3.0,3.15,上证50ETF,3.072,0.59,2.975,2025-10-22
10009984,科创50沽9月1650,0.1289,-26.72,1.65,0.58,科创50ETF,1.53,3.73,1.521,2025-09-24
10009959,科创50沽10月1500,0.0674,-26.9,1.5,6.37,科创50ETF,1.53,3.73,1.433,2025-10-22
10009941,500ETF沽10月7750,0.4375,-26.96,7.75,1.61,中证500ETF,7.432,2.13,7.313,2025-10-22
10009508,500ETF沽12月7000,0.2381,-27.41,7.0,9.02,中证500ETF,7.432,2.13,6.762,2025-12-24
10009977,科创板50沽10月1450,0.0598,-27.52,1.45,7.01,科创板50ETF,1.495,3.68,1.39,2025-10-22
10009952,科创50沽10月1150,0.0027,-28.95,1.15,25.01,科创50ETF,1.53,3.73,1.147,2025-10-22
10009958,科创50沽10月1450,0.0446,-29.09,1.45,8.14,科创50ETF,1.53,3.73,1.405,2025-10-22
10009998,科创板50沽9月1600,0.1122,-29.26,1.6,0.48,科创板50ETF,1.495,3.68,1.488,2025-09-24
10009270,500ETF沽12月6750,0.1568,-29.69,6.75,11.29,中证500ETF,7.432,2.13,6.593,2025-12-24
10009976,科创板50沽10月1400,0.0391,-30.18,1.4,8.97,科创板50ETF,1.495,3.68,1.361,2025-10-22
10010020,科创50沽10月1100,0.0016,-30.43,1.1,28.21,科创50ETF,1.53,3.73,1.098,2025-10-22
10009921,300ETF沽10月4600,0.0582,-30.8,4.6,2.6,沪深300ETF,4.663,0.89,4.542,2025-10-22
10009266,500ETF沽12月5750,0.0249,-30.83,5.75,22.97,中证500ETF,7.432,2.13,5.725,2025-12-24
10009899,50ETF沽10月2900,0.0075,-31.19,2.9,5.84,上证50ETF,3.072,0.59,2.893,2025-10-22
10009953,科创50沽10月1200,0.0039,-31.58,1.2,21.82,科创50ETF,1.53,3.73,1.196,2025-10-22
10009267,500ETF沽12月6000,0.0391,-31.76,6.0,19.79,中证500ETF,7.432,2.13,5.961,2025-12-24
10009269,500ETF沽12月6500,0.1,-32.16,6.5,13.89,中证500ETF,7.432,2.13,6.4,2025-12-24
10009975,科创板50沽10月1350,0.0238,-32.19,1.35,11.29,科创板50ETF,1.495,3.68,1.326,2025-10-22
10009957,科创50沽10月1400,0.028,-32.37,1.4,10.33,科创50ETF,1.53,3.73,1.372,2025-10-22
10009268,500ETF沽12月6250,0.0626,-32.62,6.25,16.75,中证500ETF,7.432,2.13,6.187,2025-12-24
10009768,500ETF沽9月7750,0.323,-33.59,7.75,0.07,中证500ETF,7.432,2.13,7.427,2025-09-24
10009972,科创板50沽10月1200,0.0049,-33.78,1.2,20.06,科创板50ETF,1.495,3.68,1.195,2025-10-22
10009970,科创板50沽10月1100,0.0017,-34.62,1.1,26.54,科创板50ETF,1.495,3.68,1.098,2025-10-22
10009900,50ETF沽10月2950,0.013,-34.67,2.95,4.39,上证50ETF,3.072,0.59,2.937,2025-10-22
10009955,科创50沽10月1300,0.0099,-34.87,1.3,15.68,科创50ETF,1.53,3.73,1.29,2025-10-22
10009916,300ETF沽10月4100,0.0028,-34.88,4.1,12.13,沪深300ETF,4.663,0.89,4.097,2025-10-22
10009940,500ETF沽10月7500,0.2561,-35.33,7.5,2.53,中证500ETF,7.432,2.13,7.244,2025-10-22
10009954,科创50沽10月1250,0.0059,-35.87,1.25,18.69,科创50ETF,1.53,3.73,1.244,2025-10-22
10009983,科创50沽9月1600,0.0808,-35.92,1.6,0.71,科创50ETF,1.53,3.73,1.519,2025-09-24
10009974,科创板50沽10月1300,0.0135,-36.02,1.3,13.95,科创板50ETF,1.495,3.68,1.287,2025-10-22
10009917,300ETF沽10月4200,0.0042,-37.31,4.2,10.02,沪深300ETF,4.663,0.89,4.196,2025-10-22
10009973,科创板50沽10月1250,0.0079,-37.8,1.25,16.92,科创板50ETF,1.495,3.68,1.242,2025-10-22
10009920,300ETF沽10月4500,0.0284,-37.99,4.5,4.1,沪深300ETF,4.663,0.89,4.472,2025-10-22
10009956,科创50沽10月1350,0.0159,-38.61,1.35,12.8,科创50ETF,1.53,3.73,1.334,2025-10-22
10009971,科创板50沽10月1150,0.0026,-39.53,1.15,23.25,科创板50ETF,1.495,3.68,1.147,2025-10-22
10009884,科创板50沽9月1550,0.0646,-40.19,1.55,0.64,科创板50ETF,1.495,3.68,1.485,2025-09-24
10009919,300ETF沽10月4400,0.0136,-40.87,4.4,5.93,沪深300ETF,4.663,0.89,4.386,2025-10-22
10009939,500ETF沽10月7250,0.132,-41.82,7.25,4.22,中证500ETF,7.432,2.13,7.118,2025-10-22
10009918,300ETF沽10月4300,0.0067,-43.22,4.3,7.93,沪深300ETF,4.663,0.89,4.293,2025-10-22
10009934,500ETF沽10月6000,0.005,-44.44,6.0,19.34,中证500ETF,7.432,2.13,5.995,2025-10-22
10009760,300ETF沽9月4700,0.0433,-44.84,4.7,0.14,沪深300ETF,4.663,0.89,4.657,2025-09-24
10009496,50ETF沽9月3100,0.0283,-45.79,3.1,0.01,上证50ETF,3.072,0.59,3.072,2025-09-24
10009935,500ETF沽10月6250,0.0079,-46.98,6.25,16.01,中证500ETF,7.432,2.13,6.242,2025-10-22
10010018,500ETF沽10月5750,0.0028,-47.17,5.75,22.67,中证500ETF,7.432,2.13,5.747,2025-10-22
10009938,500ETF沽10月7000,0.0613,-47.34,7.0,6.64,中证500ETF,7.432,2.13,6.939,2025-10-22
10010022,科创板50沽10月1050,0.001,-47.37,1.05,29.83,科创板50ETF,1.495,3.68,1.049,2025-10-22
10009819,300ETF购9月4900,0.0001,-50.0,4.9,5.08,沪深300ETF,4.663,0.89,4.9,2025-09-24
10009767,500ETF购9月7750,0.0001,-50.0,7.75,4.28,中证500ETF,7.432,2.13,7.75,2025-09-24
10008906,50ETF沽9月2950,0.0001,-50.0,2.95,3.97,上证50ETF,3.072,0.59,2.95,2025-09-24
10008908,300ETF沽9月4401A,0.0001,-50.0,4.401,5.62,沪深300ETF,4.663,0.89,4.401,2025-09-24
10008846,500ETF沽9月6500,0.0001,-50.0,6.5,12.54,中证500ETF,7.432,2.13,6.5,2025-09-24
10009827,500ETF购9月8000,0.0001,-50.0,8.0,7.64,中证500ETF,7.432,2.13,8.0,2025-09-24
10008890,科创板50沽9月1250,0.0001,-50.0,1.25,16.39,科创板50ETF,1.495,3.68,1.25,2025-09-24
10010007,500ETF购9月8250,0.0001,-50.0,8.25,11.01,中证500ETF,7.432,2.13,8.25,2025-09-24
10008888,500ETF沽9月6750,0.0001,-50.0,6.75,9.18,中证500ETF,7.432,2.13,6.75,2025-09-24
10008916,科创板50沽9月1300,0.0001,-50.0,1.3,13.05,科创板50ETF,1.495,3.68,1.3,2025-09-24
10009936,500ETF沽10月6500,0.0134,-50.37,6.5,12.72,中证500ETF,7.432,2.13,6.487,2025-10-22
10009937,500ETF沽10月6750,0.0278,-50.97,6.75,9.55,中证500ETF,7.432,2.13,6.722,2025-10-22
10009876,科创50沽9月1550,0.0327,-56.4,1.55,0.83,科创50ETF,1.53,3.73,1.517,2025-09-24
10009883,科创板50购9月1550,0.0001,-66.67,1.55,3.69,科创板50ETF,1.495,3.68,1.55,2025-09-24
10008924,科创板50沽9月1350,0.0001,-66.67,1.35,9.71,科创板50ETF,1.495,3.68,1.35,2025-09-24
10008912,科创50沽9月1350,0.0001,-66.67,1.35,11.77,科创50ETF,1.53,3.73,1.35,2025-09-24
10009744,500ETF沽9月7500,0.0766,-68.0,7.5,0.12,中证500ETF,7.432,2.13,7.423,2025-09-24
10009856,科创板50沽9月1500,0.016,-72.65,1.5,0.74,科创板50ETF,1.495,3.68,1.484,2025-09-24
10009795,300ETF购9月4800,0.0001,-75.0,4.8,2.94,沪深300ETF,4.663,0.89,4.8,2025-09-24
10009621,50ETF购9月3200,0.0001,-75.0,3.2,4.17,上证50ETF,3.072,0.59,3.2,2025-09-24
10009875,科创50购9月1550,0.0001,-90.0,1.55,1.31,科创50ETF,1.53,3.73,1.55,2025-09-24
10009608,300ETF沽9月4500,0.0001,-90.0,4.5,3.5,沪深300ETF,4.663,0.89,4.5,2025-09-24
10008930,科创50沽9月1400,0.0001,-90.91,1.4,8.5,科创50ETF,1.53,3.73,1.4,2025-09-24
10009040,50ETF沽9月3000,0.0001,-90.91,3.0,2.35,上证50ETF,3.072,0.59,3.0,2025-09-24
10009854,科创板50购9月1500,0.0001,-91.67,1.5,0.34,科创板50ETF,1.495,3.68,1.5,2025-09-24
10009743,500ETF购9月7500,0.0001,-93.33,7.5,0.92,中证500ETF,7.432,2.13,7.5,2025-09-24
10008904,500ETF沽9月7000,0.0001,-95.0,7.0,5.81,中证500ETF,7.432,2.13,7.0,2025-09-24
10009495,50ETF购9月3100,0.0001,-96.0,3.1,0.91,上证50ETF,3.072,0.59,3.1,2025-09-24
10009759,300ETF购9月4700,0.0001,-96.43,4.7,0.8,沪深300ETF,4.663,0.89,4.7,2025-09-24
10009804,科创板50沽9月1400,0.0001,-96.43,1.4,6.36,科创板50ETF,1.495,3.68,1.4,2025-09-24
10009839,科创50沽9月1450,0.0001,-97.92,1.45,5.24,科创50ETF,1.53,3.73,1.45,2025-09-24
10009630,300ETF沽9月4600,0.0001,-99.04,4.6,1.35,沪深300ETF,4.663,0.89,4.6,2025-09-24
10009855,科创板50沽9月1450,0.0001,-99.49,1.45,3.02,科创板50ETF,1.495,3.68,1.45,2025-09-24
10009048,500ETF沽9月7250,0.0001,-99.62,7.25,2.45,中证500ETF,7.432,2.13,7.25,2025-09-24
10009840,科创50沽9月1500,0.0001,-99.67,1.5,1.97,科创50ETF,1.53,3.73,1.5,2025-09-24
